Title,Price,Area_sqft,Bedrooms,Bathrooms,Location,Location_encoded,Price_scaled,Area_scaled,Bedrooms_scaled,Bathrooms_scaled,Price_per_sqft
"8 Marla Spanish Design House for Sale in Faisal Margalla City , B17 Islamabad",36000000,2178,4,5,"MPCHS - Multi Gardens, B-17",8,0.22325581395348837,0.13043478260869562,0.3333333333333333,0.6666666666666666,16528.92561983471
Owner Build Double Unit 5 Marla House Very Reasonable Price! Prime Location In MPCHS B-17,16000000,1361.25,5,6,"MPCHS - Multi Gardens, B-17",8,0.037209302325581395,0.048913043,0.4444444444444445,0.8333333333333334,11753.902662993572
Lavish 8 Marla ! Double Unit! A Class Quality! Prime Location! Only 3 Crore,30000000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.16744186046511628,0.13043478260869562,0.4444444444444445,0.8333333333333334,13774.104683195592
Multi Gardens F Block 5 Marla Homes Brand New For Sale In B 17 Islamabad,21500000,1361.25,5,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.088372093,0.048913043,0.4444444444444445,0.6666666666666666,15794.306703397613
House For Sale B17 Islamabad,23500000,1361.25,4,5,"MPCHS - Multi Gardens, B-17",8,0.10697674418604652,0.048913043,0.3333333333333333,0.6666666666666666,17263.54453627181
House For Sale,32000000,2178,6,6,"MPCHS - Multi Gardens, B-17",8,0.18604651162790697,0.13043478260869562,0.5555555555555556,0.8333333333333334,14692.378328741965
Book A House Of 8 Marla In MPCHS - Multi Gardens Islamabad,28000000,2178,5,5,"MPCHS - Multi Gardens, B-17",8,0.14883720930232558,0.13043478260869562,0.4444444444444445,0.6666666666666666,12855.831037649219
House for sale,35500000,1905.75,6,6,"MPCHS - Multi Gardens, B-17",8,0.2186046511627907,0.10326086956521739,0.5555555555555556,0.8333333333333334,18627.836809654993
Brand New 5 Marla ! Double Unit! A Class Construction! Lavish House! In MPCHS B-17,21000000,1361.25,4,5,"MPCHS - Multi Gardens, B-17",8,0.08372093,0.048913043,0.3333333333333333,0.6666666666666666,15426.997245179064
MPCH Multigarden:B17 Islamabad 8 Marla House,34000000,2178,6,6,"MPCHS - Multi Gardens, B-17",8,0.20465116279069767,0.13043478260869562,0.5555555555555556,0.8333333333333334,15610.651974288337
Beautiful Prime Location Double Highted Corner House 10 Marla House For Sale In Mpchs Multi Garden B-17 Islamabad,57500000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.4232558139534883,0.18478260869565216,0.4444444444444445,0.8333333333333334,21120.293847566576
1 Kanal Designer House For Sale B Block B17 Islamabad,95000000,5445,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.772093023,0.45652173913043476,0.5555555555555556,0.8333333333333334,17447.199265381085
30x60 7Marla Single Storey House Available for Sale in Block E MPCHS Sector B-17 Islamabad,22500000,1905.75,3,3,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.097674419,0.10326086956521739,0.2222222222222222,0.33333333333333337,11806.37544273908
Multi Gardens B Block Brand New 14 Marla Homes For Sale In B-17 Islamabad,70000000,2722.5,7,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.5395348837209303,0.18478260869565216,0.6666666666666665,0.8333333333333334,25711.662075298438
Prime Location House For Grabs In 1 Kanal Islamabad,80000000,5445,6,6,"MPCHS - Block A, MPCHS - Multi Gardens",0,0.6325581395348837,0.45652173913043476,0.5555555555555556,0.8333333333333334,14692.378328741965
A Prime Location House Of 14 Marla In Islamabad,80000000,3811.5,7,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.6325581395348837,0.29347826086956524,0.6666666666666665,0.8333333333333334,20989.111898202806
Prime Location 5 Marla House For sale In MPCHS - Block C1,23000000,1361.25,5,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.10232558139534884,0.048913043,0.4444444444444445,0.6666666666666666,16896.23507805326
Prime Location In MPCHS - Block C1 10 Marla House For sale,40000000,2722.5,6,4,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.26046511627906976,0.18478260869565216,0.5555555555555556,0.5,14692.378328741965
Want To Buy A Prime Location House In Islamabad?,30000000,1905.75,5,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.16744186046511628,0.10326086956521739,0.4444444444444445,0.8333333333333334,15741.833923652106
8 Marla House For Sale Block C,35000000,2178,4,5,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.21395348837209305,0.13043478260869562,0.3333333333333333,0.6666666666666666,16069.788797061525
House for sale,36000000,1905.75,5,5,"MPCHS - Multi Gardens, B-17",8,0.22325581395348837,0.10326086956521739,0.4444444444444445,0.6666666666666666,18890.200708382526
BLOCK B 10 MARLA HOUSE FOR SALE AT REASONABLE PRICE,45000000,2722.5,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.30697674418604654,0.18478260869565216,0.5555555555555556,0.8333333333333334,16528.92561983471
Designer Brand New House For Sale To Live And Investment.,57500000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.4232558139534883,0.18478260869565216,0.5555555555555556,0.8333333333333334,21120.293847566576
"In MPCHS - Block F Of Islamabad, A 5 Marla House Is Available",24000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.11162790697674418,0.048913043,0.3333333333333333,0.6666666666666666,17630.853994490357
Get Your Hands On House In Islamabad Best Area,18500000,1361.25,5,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.060465116,0.048913043,0.4444444444444445,0.8333333333333334,13590.449954086318
Designer 5 Marla Single Unit A Quality Construction Prime Location Block C1 B-17,22500000,1361.25,4,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.097674419,0.048913043,0.3333333333333333,0.6666666666666666,16528.92561983471
"Brand New 5 Marla Triple-Storey Corner House For Sale F Block, B-17 Islamabad",25000000,1361.25,5,7,"MPCHS - Multi Gardens, B-17",8,0.12093023255813953,0.048913043,0.4444444444444445,0.9999999999999999,18365.472910927456
5 Marla Dauble Story Single Unit House For Sale,19000000,1361.25,3,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.065116279,0.048913043,0.2222222222222222,0.5,13957.759412304868
8 Marla Double Unit House Available. For Sale In Multi Gardens MPCHS. B-17 Block C Islamabad.,35000000,2178,4,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.21395348837209305,0.13043478260869562,0.3333333333333333,0.8333333333333334,16069.788797061525
1 Kanal Double Unit House Available. For Sale In Multi Gardens MPCHS. B-17 Block B Islamabad.,90000000,5445,6,7,"MPCHS - Multi Gardens, B-17",8,0.7255813953488373,0.45652173913043476,0.5555555555555556,0.9999999999999999,16528.92561983471
5 Marla In Block F Brand New House Available. For Sale In Multi Gardens Islamabad.,22000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.093023256,0.048913043,0.3333333333333333,0.5,16161.61616161616
5 Marla Double Unit House Available. For Sale in Multi Gardens MPCHS. B-17 Block C 1 Islamabad.,25000000,1361.25,4,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.12093023255813953,0.048913043,0.3333333333333333,0.8333333333333334,18365.472910927456
5 Marla Double Unit Villa Available. For Sale In Multi Gardens MPCHS. B-17 Block F Islamabad.,22000000,1361.25,4,5,"MPCHS - Multi Gardens, B-17",8,0.093023256,0.048913043,0.3333333333333333,0.6666666666666666,16161.61616161616
5 Marla Single Storey House For Sale In MPCHS Block F Multi Gardens B-17 Islamabad,15000000,1361.25,2,3,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.027906976744186046,0.048913043,0.1111111111111111,0.33333333333333337,11019.283746556473
5 Marla Double Unit House Available For Sale In Multi Gardens MPCHS B-17 Block F Islamabad,21000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.08372093,0.048913043,0.3333333333333333,0.5,15426.997245179064
5 Marla In Block F Brand New House Available. For Sale in Multi Gardens Islamabad.,22000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.093023256,0.048913043,0.3333333333333333,0.5,16161.61616161616
5 Marla In Block F. Near to Main Double Road. On 60 Feet Road Brand New House Available. For Sale in Multi Gardens Islamabad.,23000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10232558139534884,0.048913043,0.3333333333333333,0.5,16896.23507805326
5 Marla Double Unit House For Slae,23000000,1361.25,3,3,"MPCHS - Multi Gardens, B-17",8,0.10232558139534884,0.048913043,0.2222222222222222,0.33333333333333337,16896.23507805326
10 Marla Corner Luxury Brand New Double Unit House. Available For Sale in MPCHS Multi Gardens B-17 Islamabad.,41000000,2722.5,7,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.26976744186046514,0.18478260869565216,0.6666666666666665,0.8333333333333334,15059.687786960514
14Marla Double Unit House Available. For Sale In Multi Gardens MPCHS. B-17 Block B Islamabad.,58000000,3267,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.4279069767441861,0.2391304347826087,0.5555555555555556,0.8333333333333334,17753.290480563206
5 Marla Double Storey Red Sun Transfer Redsun Villa B1 Block B17 Islamabad,21000000,1361.25,5,6,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",1,0.08372093,0.048913043,0.4444444444444445,0.8333333333333334,15426.997245179064
10 Marla Brand New Corner House For Sale In B17 Block C1,57500000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.4232558139534883,0.18478260869565216,0.4444444444444445,0.8333333333333334,21120.293847566576
7 Marla House Available For Sale Multi Garden B17,30000000,1905.75,4,5,"MPCHS - Multi Gardens, B-17",8,0.16744186046511628,0.10326086956521739,0.3333333333333333,0.6666666666666666,15741.833923652106
B17 E Block 30x60 Brand New House Park Face House Available For Sale In Vary Reasonable Price,32500000,2178,5,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.19069767441860463,0.13043478260869562,0.4444444444444445,0.8333333333333334,14921.946740128558
Buying A House In MPCHS - Block C Islamabad?,35000000,2178,5,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.21395348837209305,0.13043478260869562,0.4444444444444445,0.8333333333333334,16069.788797061525
Brend New House Fmc Available For Sale,26500000,1361.25,2,2,"MPCHS - Multi Gardens, B-17",8,0.13488372093023257,0.048913043,0.1111111111111111,0.16666666666666666,19467.401285583102
11 Marla Elegant House With A Scenic View,49000000,2994.75,5,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.34418604651162793,0.21195652173913043,0.4444444444444445,0.8333333333333334,16361.966775189916
Mpchs Multi Garden B-17 Islamabad Brand New House Available For Sale VIP Location,42900000,2450.25,6,6,"MPCHS - Multi Gardens, B-17",8,0.2874418604651163,0.1576086956521739,0.5555555555555556,0.8333333333333334,17508.417508417508
8 Marla Brand New Double Unit House Available For Sale Main Double Road House Boring Water Electric Meter Available,29500000,2178,4,6,"MPCHS - Multi Gardens, B-17",8,0.16279069767441862,0.13043478260869562,0.3333333333333333,0.8333333333333334,13544.536271808998
20 Marla Spacious House Is Available In MPCHS - Multi Gardens For Sale,84900000,5445,6,6,"MPCHS - Multi Gardens, B-17",8,0.6781395348837209,0.45652173913043476,0.5555555555555556,0.8333333333333334,15592.28650137741
C1 House Available For Sale,46000000,2450.25,4,4,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.31627906976744186,0.1576086956521739,0.3333333333333333,0.5,18773.59453117029
5 Marla double unit shourt Corner house For sale block F,23000000,1361.25,5,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10232558139534884,0.048913043,0.4444444444444445,0.8333333333333334,16896.23507805326
1 Kanal Brand New Designer House For Sale In Block B MPCHS Multi Gardens B-17 Islamabad.,95000000,5445,6,7,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.772093023,0.45652173913043476,0.5555555555555556,0.9999999999999999,17447.199265381085
B17 C1 Block 10marla Brand New House Available For Sale In Vary Reasonable Price,41000000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.26976744186046514,0.18478260869565216,0.5555555555555556,0.8333333333333334,15059.687786960514
Designer Brand New House For Sale To Live And Investment,57500000,2722.5,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.4232558139534883,0.18478260869565216,0.5555555555555556,0.8333333333333334,21120.293847566576
MPCHS - Block A House For sale Sized 1 Kanal,85000000,5445,6,6,"MPCHS - Block A, MPCHS - Multi Gardens",0,0.6790697674418604,0.45652173913043476,0.5555555555555556,0.8333333333333334,15610.651974288337
Prime Location 2450 Square Feet House In B-17 For sale At Good Location,31000000,2967.525,3,3,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.17674418604651165,0.20923913043478265,0.2222222222222222,0.33333333333333337,10446.415784197268
5 Marla House In Stunning MPCHS - Block F Is Available For sale,25000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.12093023255813953,0.048913043,0.3333333333333333,0.5,18365.472910927456
5 Marla House For sale In MPCHS - Block C1 Islamabad,23000000,1361.25,5,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.10232558139534884,0.048913043,0.4444444444444445,0.8333333333333334,16896.23507805326
House Of 5 Marla For Sale In MPCHS - Block F,25000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.12093023255813953,0.048913043,0.3333333333333333,0.5,18365.472910927456
10 Marla Spacious House Is Available In MPCHS - Block E For sale,32500000,2722.5,6,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.19069767441860463,0.18478260869565216,0.5555555555555556,0.8333333333333334,11937.557392102846
Ready To Buy A House 5 Marla In MPCHS - Block F,23500000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10697674418604652,0.048913043,0.3333333333333333,0.5,17263.54453627181
5 Marla House In MPCHS - Block F Best Option,23500000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10697674418604652,0.048913043,0.3333333333333333,0.5,17263.54453627181
Buy A 5 Marla House For sale In MPCHS - Block F,23500000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10697674418604652,0.048913043,0.3333333333333333,0.5,17263.54453627181
Get In Touch Now To Buy A House In Islamabad,23500000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10697674418604652,0.048913043,0.3333333333333333,0.5,17263.54453627181
Want To Buy A House In Islamabad?,24000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.11162790697674418,0.048913043,0.3333333333333333,0.5,17630.853994490357
A Corner House Of 5 Marla In Rs. 24000000,24000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.11162790697674418,0.048913043,0.3333333333333333,0.6666666666666666,17630.853994490357
Investors Should sale This House Located Ideally In B-17,20000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.074418605,0.048913043,0.3333333333333333,0.6666666666666666,14692.378328741965
House Spread Over 5 Marla In MPCHS - Block F Available,20000000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.074418605,0.048913043,0.3333333333333333,0.6666666666666666,14692.378328741965
Get A 2275 Square Feet House For sale In MPCHS - Block C1,47000000,2749.725,5,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.32558139534883723,0.1875,0.4444444444444445,0.6666666666666666,17092.618352744365
House available for sale,25000000,1905.75,3,3,"MPCHS - Multi Gardens, B-17",8,0.12093023255813953,0.10326086956521739,0.2222222222222222,0.33333333333333337,13118.194936376754
C1 BLOCK 5 Marla Brand New Designer House Available For Sale In Mpchs Multi Gardens B17 Islamabad,27000000,1361.25,5,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.13953488372093026,0.048913043,0.4444444444444445,0.8333333333333334,19834.710743801654
Kanal House For Sale In C Block At Very Investor Rate 10 Kv Solar System Installed,69000000,5445,6,6,"MPCHS - Multi Gardens, B-17",8,0.5302325581395348,0.45652173913043476,0.5555555555555556,0.8333333333333334,12672.176308539945
House For sale In Beautiful MPCHS - Block C,35000000,1905.75,5,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.21395348837209305,0.10326086956521739,0.4444444444444445,0.8333333333333334,18365.472910927456
End Your Search For House Here And Sale Now,33000000,1905.75,5,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.19534883720930235,0.10326086956521739,0.4444444444444445,0.8333333333333334,17316.017316017314
C1 Block 5 Marla Home Brand Mew Ideal Location Available For Sale In b17 Islamabad,25000000,1361.25,6,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.12093023255813953,0.048913043,0.5555555555555556,0.8333333333333334,18365.472910927456
8 Marla House for Sale in Faisal Margalla city B17 Islamabad,32000000,2178,4,4,"MPCHS - Multi Gardens, B-17",8,0.18604651162790697,0.13043478260869562,0.3333333333333333,0.5,14692.378328741965
Multi Gardens F Block 5 Marla Structure House For Sale In B 17 Islamabad,12500000,1361.25,3,2,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.004651163,0.048913043,0.2222222222222222,0.16666666666666666,9182.736455463728
Multi Gardens C Block 5 Marla Home Brand New Alive Location Near To Park Available For Sale In 17 Islamabad,23000000,1361.25,4,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.10232558139534884,0.048913043,0.3333333333333333,0.6666666666666666,16896.23507805326
5 Marla Hot Location Luxury House Available For Sale,22000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.093023256,0.048913043,0.3333333333333333,0.5,16161.61616161616
Prime Location In MPCHS - Block C1 House Sized 5 Marla For sale,24000000,1361.25,4,4,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.11162790697674418,0.048913043,0.3333333333333333,0.5,17630.853994490357
Prime Location House Of 5 Marla Available In MPCHS - Block F,23000000,1361.25,2,2,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10232558139534884,0.048913043,0.1111111111111111,0.16666666666666666,16896.23507805326
10 Marla (35*70) Modern Design House For sale In Block A Multi Garden B17 Islamabad CDA Sector,52000000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.37209302325581395,0.18478260869565216,0.4444444444444445,0.8333333333333334,19100.091827364555
Looking For A Prime Location House In Islamabad,24000000,1361.25,4,4,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.11162790697674418,0.048913043,0.3333333333333333,0.5,17630.853994490357
8 Marla House for Sale in Faisal Margalla city B17 Islamabad,32000000,2178,4,4,"MPCHS - Multi Gardens, B-17",8,0.18604651162790697,0.13043478260869562,0.3333333333333333,0.5,14692.378328741965
Get A 5 Marla House For Sale In MPCHS - Multi Gardens,18500000,1361.25,4,4,"MPCHS - Multi Gardens, B-17",8,0.060465116,0.048913043,0.3333333333333333,0.5,13590.449954086318
Ideal Location New Modern House For Sale,12000000,1361.25,3,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0,0.048913043,0.2222222222222222,0.5,8815.426997245178
1 kanal Double Story house for sale in Multi Garden B 17 Islamabad block B,79500000,5445,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.627906977,0.45652173913043476,0.5555555555555556,0.8333333333333334,14600.550964187329
Corner 5 Marla Designer House For Sale In FMC Adjacent To B17 C1 Block,40000000,1361.25,6,6,"MPCHS - Multi Gardens, B-17",8,0.26046511627906976,0.048913043,0.5555555555555556,0.8333333333333334,29384.75665748393
House For Sale - Short Corner,23500000,1361.25,4,5,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10697674418604652,0.048913043,0.3333333333333333,0.6666666666666666,17263.54453627181
1 kanal house for sale in Multi Garden B 17 Islamabad,95000000,5445,6,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.772093023,0.45652173913043476,0.5555555555555556,0.8333333333333334,17447.199265381085
E Block 8 Marla House Available For Sale On Investor Rate Due To Need Payment,31000000,2178,4,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.17674418604651165,0.13043478260869562,0.3333333333333333,0.8333333333333334,14233.24150596878
10.8 MARLA CORNER HOUSE AVAILABLE FOR SALE ON INVESTOR RATE,42000000,2722.5,6,7,"MPCHS - Multi Gardens, B-17",8,0.27906976744186046,0.18478260869565216,0.5555555555555556,0.9999999999999999,15426.997245179064
Multi Gardens B17 Islamabad B Block 10.8 Marla Brand New House Available For Sale,52000000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.37209302325581395,0.18478260869565216,0.4444444444444445,0.8333333333333334,19100.091827364555
Multi Gardens B17 E Block 8 Marla House Is Available For Sale,31000000,2178,4,6,"MPCHS - Block E, MPCHS - Multi Gardens",6,0.17674418604651165,0.13043478260869562,0.3333333333333333,0.8333333333333334,14233.24150596878
Multi Gardens B17 C Block 8 Marla Designer House Is Available For Sale,35000000,2178,5,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.21395348837209305,0.13043478260869562,0.4444444444444445,0.8333333333333334,16069.788797061525
. Modern 10 Marla Corner House for Sale Prime Location in B-17 Multi Gardens,39500000,2722.5,6,7,"MPCHS - Multi Gardens, B-17",8,0.2558139534883721,0.18478260869565216,0.5555555555555556,0.9999999999999999,14508.72359963269
"14 Marla Triple Story Double Unit House for Sale in B-17 B Block Walking Distance to Markaz, Mosque & Market",78000000,3811.5,9,6,"MPCHS - Block B, MPCHS - Multi Gardens",2,0.6139534883720931,0.29347826086956524,0.8888888888888888,0.8333333333333334,20464.38410074774
B-17 II 7 Marla Luxury House II For Sale II Best Location Near to MDR,33000000,1905.75,4,5,"MPCHS - Multi Gardens, B-17",8,0.19534883720930235,0.10326086956521739,0.3333333333333333,0.6666666666666666,17316.017316017314
B-17 II 7 Marla Luxury House II For Sale II Best Location Near to MDR,31000000,1905.75,4,4,"MPCHS - Multi Gardens, B-17",8,0.17674418604651165,0.10326086956521739,0.3333333333333333,0.5,16266.561721107175
Extra Luxury 5 Marla House For Sale In B-17 Islamabad,21000000,1361.25,5,6,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.08372093,0.048913043,0.4444444444444445,0.8333333333333334,15426.997245179064
"Designer 1 Kanal Modern House For Sale In Multi Gardens B-17, Islamabad MPCHS",85000000,5445,6,6,"MPCHS - Multi Gardens, B-17",8,0.6790697674418604,0.45652173913043476,0.5555555555555556,0.8333333333333334,15610.651974288337
"10 Marla Designer House for Sale B-17 Multi Gardens (MPCHS), Islamabad",46000000,2722.5,5,6,"MPCHS - Multi Gardens, B-17",8,0.31627906976744186,0.18478260869565216,0.4444444444444445,0.8333333333333334,16896.23507805326
Good Location House For Sale In Multi Garden B-17 Islamabad Block F Size (2550),22000000,3321.45,4,4,"MPCHS - Multi Gardens, B-17",8,0.093023256,0.24456521739130432,0.3333333333333333,0.5,6623.613180990231
Brand New house of 8 Marla MPCHS B17 Block C available for sale,33000000,2178,4,4,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.19534883720930235,0.13043478260869562,0.3333333333333333,0.5,15151.515151515152
Multi Gardens B17 Block 8 Marla House Is Available For Sale,31000000,2178,4,6,"MPCHS - Multi Gardens, B-17",8,0.17674418604651165,0.13043478260869562,0.3333333333333333,0.8333333333333334,14233.24150596878
5 Marla House In Block F available For Sale on Instalment Multi Garden B17 Islamabad,25000000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.12093023255813953,0.048913043,0.3333333333333333,0.5,18365.472910927456
Brand New House # 917 (Short Corner) For Sale To Live And Investment.,57500000,2722.5,5,5,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.4232558139534883,0.18478260869565216,0.4444444444444445,0.6666666666666666,21120.293847566576
Direct Owner Of House No: 386 H 8 Marla Brand New Double Unit House. Available For Sale In Multi Gardens. MPCHS Block C B-17 Islamabad,35000000,2178,4,4,"MPCHS - Multi Gardens, B-17",8,0.21395348837209305,0.13043478260869562,0.3333333333333333,0.5,16069.788797061525
"10 Marla House for Sale in Multi Gardens B-17, MPCHS (CDA Sector), Islamabad",45000000,2722.5,5,5,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.30697674418604654,0.18478260869565216,0.4444444444444445,0.6666666666666666,16528.92561983471
"1 Kanal House for Sale B-17 MPCHS Block C, Islamabad Ideal for Living or Investment!",95000000,5445,6,6,"MPCHS - Block C, MPCHS - Multi Gardens",3,0.772093023,0.45652173913043476,0.5555555555555556,0.8333333333333334,17447.199265381085
Prime Location Golden Opportunity!,23000000,1497.375,3,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.10232558139534884,0.062499999999999986,0.2222222222222222,0.5,15360.213707321145
A House Of 2275 Square Feet In Islamabad,57500000,2749.725,5,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.4232558139534883,0.1875,0.4444444444444445,0.8333333333333334,20911.18202729364
Designer Brand New house for sale to live and investment.,55000000,2722.5,5,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.4,0.18478260869565216,0.4444444444444445,0.8333333333333334,20202.0202
5 Marla Sun Face Front Open. Brand New Double Unit House. Available For Sale in Multi Gardens. MPCHS B-17 Islamabad.,22000000,1361.25,5,4,"MPCHS - Multi Gardens, B-17",8,0.093023256,0.048913043,0.4444444444444445,0.5,16161.61616161616
5 Marla In Block F Brand New Double Unit House. Available For Sale in Multi Gardens. MPCHS B-17 Islamabad.,22500000,1361.25,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",7,0.097674419,0.048913043,0.3333333333333333,0.5,16528.92561983471
Double Story House For Sale B17,27500000,1905.75,5,6,"MPCHS - Block C1, MPCHS - Multi Gardens",4,0.14418604651162792,0.10326086956521739,0.4444444444444445,0.8333333333333334,14430.01443001443
5 Marla Double Unit House For Sale B-17 Multi Gardens (MPCHS),28000000,1361.25,4,6,"MPCHS - Multi Gardens, B-17",8,0.14883720930232558,0.048913043,0.3333333333333333,0.8333333333333334,20569.329660238753
"Corner Eltra Modern 10 Marla House For Sale In Multi Gardens B-17, MPCHS",57500000,2722.5,6,6,"MPCHS - Multi Gardens, B-17",8,0.4232558139534883,0.18478260869565216,0.5555555555555556,0.8333333333333334,21120.293847566576
"8 Marla Designer House For Sale In Multi Gardens B-17, MPCHS Islamabad FMC",39500000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.2558139534883721,0.13043478260869562,0.4444444444444445,0.8333333333333334,18135.904499540862
"5 Marla House For Sale In FMC, Multi Gardens B-17 CDA Sector Islamabad",23500000,1361.25,4,6,"MPCHS - Multi Gardens, B-17",8,0.10697674418604652,0.048913043,0.3333333333333333,0.8333333333333334,17263.54453627181
8 Marla Corner House For Sale In Multi Garden B17 MPCHS Islamabad A CDA Sector A CDA Project,35000000,2178,6,6,"MPCHS - Multi Gardens, B-17",8,0.21395348837209305,0.13043478260869562,0.5555555555555556,0.8333333333333334,16069.788797061525
"8 Marla Corner House For Sale In Multi Gardens B-17, MPCHS (CDA Sector), Islamabad",34500000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.20930232558139533,0.13043478260869562,0.4444444444444445,0.8333333333333334,15840.220385674931
Designer 1 Kanal House For Sale Multi Garden B17 MPCHS A CDA Sector,105000000,5445,9,6,"MPCHS - Multi Gardens, B-17",8,0.8651162790697674,0.45652173913043476,0.8888888888888888,0.8333333333333334,19283.74655647383
House For Sale In Multi Garden B17 MPCHS (FMC),31000000,2178,5,6,"MPCHS - Multi Gardens, B-17",8,0.17674418604651165,0.13043478260869562,0.4444444444444445,0.8333333333333334,14233.24150596878
5 Marla House For Sale In Multi Garden B17 MPCHS A CDA Sector,19000000,1361.25,5,6,"MPCHS - Multi Gardens, B-17",8,0.065116279,0.048913043,0.4444444444444445,0.8333333333333334,13957.759412304868
House For Sale In Multi Garden B17 MPCHS A CDA Sector,25000000,1361.25,4,6,"MPCHS - Multi Gardens, B-17",8,0.12093023255813953,0.048913043,0.3333333333333333,0.8333333333333334,18365.472910927456
